,timestamp,hero,villain,market,line,line_type,price,match_id,league,sport,hero_score,villain_score
0,2022-11-04 16:34:23.709846,Valencia,Olympiakos,SPREAD,4.5,favorite,-135,valencia-olympiakos-202211041500,euroleague,euroleague,77,80
1,2022-11-04 16:34:23.709846,Olympiakos,Valencia,SPREAD,4.5,favorite,+105,valencia-olympiakos-202211041500,euroleague,euroleague,80,77
2,2022-11-04 16:34:23.709846,Valencia,Olympiakos,WIN,,,+375,valencia-olympiakos-202211041500,euroleague,euroleague,77,80
3,2022-11-04 16:34:23.709846,Olympiakos,Valencia,WIN,,,-600,valencia-olympiakos-202211041500,euroleague,euroleague,80,77
4,2022-11-04 16:34:23.709846,Valencia,Olympiakos,TOTAL,4.5,favorite,-115,valencia-olympiakos-202211041500,euroleague,euroleague,77,80
5,2022-11-04 16:34:23.709846,Olympiakos,Valencia,TOTAL,4.5,favorite,-115,valencia-olympiakos-202211041500,euroleague,euroleague,80,77
6,2022-11-04 16:34:23.801924,Fenerbahce,Barcelona,SPREAD,4.5,favorite,-105,fenerbahce-barcelona-202211041530,euroleague,euroleague,36,39
7,2022-11-04 16:34:23.801924,Barcelona,Fenerbahce,SPREAD,4.5,favorite,-125,fenerbahce-barcelona-202211041530,euroleague,euroleague,39,36
8,2022-11-04 16:34:23.801924,Fenerbahce,Barcelona,WIN,,,+220,fenerbahce-barcelona-202211041530,euroleague,euroleague,36,39
9,2022-11-04 16:34:23.801924,Barcelona,Fenerbahce,WIN,,,-300,fenerbahce-barcelona-202211041530,euroleague,euroleague,39,36
10,2022-11-04 16:34:23.801924,Fenerbahce,Barcelona,TOTAL,4.5,favorite,-115,fenerbahce-barcelona-202211041530,euroleague,euroleague,36,39
11,2022-11-04 16:34:23.801924,Barcelona,Fenerbahce,TOTAL,4.5,favorite,-115,fenerbahce-barcelona-202211041530,euroleague,euroleague,39,36
12,2022-11-04 16:34:23.911413,ASVEL Basket,Virtus Bologna,SPREAD,13.5,favorite,+105,asvel-basket-virtus-bologna-202211041600,euroleague,euroleague,23,39
13,2022-11-04 16:34:23.911413,Virtus Bologna,ASVEL Basket,SPREAD,13.5,favorite,-135,asvel-basket-virtus-bologna-202211041600,euroleague,euroleague,39,23
14,2022-11-04 16:34:23.911413,ASVEL Basket,Virtus Bologna,WIN,,,+900,asvel-basket-virtus-bologna-202211041600,euroleague,euroleague,23,39
15,2022-11-04 16:34:23.911413,Virtus Bologna,ASVEL Basket,WIN,,,-3300,asvel-basket-virtus-bologna-202211041600,euroleague,euroleague,39,23
16,2022-11-04 16:34:23.911413,ASVEL Basket,Virtus Bologna,TOTAL,13.5,favorite,-120,asvel-basket-virtus-bologna-202211041600,euroleague,euroleague,23,39
17,2022-11-04 16:34:23.911413,Virtus Bologna,ASVEL Basket,TOTAL,13.5,favorite,-110,asvel-basket-virtus-bologna-202211041600,euroleague,euroleague,39,23
18,2022-11-04 16:34:24.029611,Crvena Zvezda,AS Monaco,SPREAD,8.5,favorite,-110,crvena-zvezda-as-monaco-202211041600,euroleague,euroleague,24,26
19,2022-11-04 16:34:24.029611,AS Monaco,Crvena Zvezda,SPREAD,8.5,favorite,-120,crvena-zvezda-as-monaco-202211041600,euroleague,euroleague,26,24
