,timestamp,hero,villain,market,line,line_type,price,match_id,league,hero_score,villain_score
0,2022-11-04 16:33:39.695008,Valencia,Olympiakos,SPREAD,4.5,favorite,-135,valencia-olympiakos-202211041500,euroleague,77,80
1,2022-11-04 16:33:39.695008,Olympiakos,Valencia,SPREAD,4.5,favorite,+105,valencia-olympiakos-202211041500,euroleague,80,77
2,2022-11-04 16:33:39.695008,Valencia,Olympiakos,WIN,,,+340,valencia-olympiakos-202211041500,euroleague,77,80
3,2022-11-04 16:33:39.695008,Olympiakos,Valencia,WIN,,,-525,valencia-olympiakos-202211041500,euroleague,80,77
4,2022-11-04 16:33:39.695008,Valencia,Olympiakos,TOTAL,4.5,favorite,-115,valencia-olympiakos-202211041500,euroleague,77,80
5,2022-11-04 16:33:39.695008,Olympiakos,Valencia,TOTAL,4.5,favorite,-115,valencia-olympiakos-202211041500,euroleague,80,77
6,2022-11-04 16:33:39.802566,Fenerbahce,Barcelona,SPREAD,4.5,favorite,-105,fenerbahce-barcelona-202211041530,euroleague,36,39
7,2022-11-04 16:33:39.802566,Barcelona,Fenerbahce,SPREAD,4.5,favorite,-125,fenerbahce-barcelona-202211041530,euroleague,39,36
8,2022-11-04 16:33:39.802566,Fenerbahce,Barcelona,WIN,,,+220,fenerbahce-barcelona-202211041530,euroleague,36,39
9,2022-11-04 16:33:39.802566,Barcelona,Fenerbahce,WIN,,,-300,fenerbahce-barcelona-202211041530,euroleague,39,36
10,2022-11-04 16:33:39.802566,Fenerbahce,Barcelona,TOTAL,4.5,favorite,-115,fenerbahce-barcelona-202211041530,euroleague,36,39
11,2022-11-04 16:33:39.802566,Barcelona,Fenerbahce,TOTAL,4.5,favorite,-115,fenerbahce-barcelona-202211041530,euroleague,39,36
12,2022-11-04 16:33:39.890001,ASVEL Basket,Virtus Bologna,SPREAD,13.5,favorite,+105,asvel-basket-virtus-bologna-202211041600,euroleague,23,39
13,2022-11-04 16:33:39.890001,Virtus Bologna,ASVEL Basket,SPREAD,13.5,favorite,-135,asvel-basket-virtus-bologna-202211041600,euroleague,39,23
14,2022-11-04 16:33:39.890001,ASVEL Basket,Virtus Bologna,WIN,,,+900,asvel-basket-virtus-bologna-202211041600,euroleague,23,39
15,2022-11-04 16:33:39.890001,Virtus Bologna,ASVEL Basket,WIN,,,-3300,asvel-basket-virtus-bologna-202211041600,euroleague,39,23
16,2022-11-04 16:33:39.890001,ASVEL Basket,Virtus Bologna,TOTAL,13.5,favorite,+115,asvel-basket-virtus-bologna-202211041600,euroleague,23,39
17,2022-11-04 16:33:39.890001,Virtus Bologna,ASVEL Basket,TOTAL,13.5,favorite,-150,asvel-basket-virtus-bologna-202211041600,euroleague,39,23
18,2022-11-04 16:33:39.980297,Crvena Zvezda,AS Monaco,SPREAD,8.5,favorite,-110,crvena-zvezda-as-monaco-202211041600,euroleague,24,26
19,2022-11-04 16:33:39.980297,AS Monaco,Crvena Zvezda,SPREAD,8.5,favorite,-120,crvena-zvezda-as-monaco-202211041600,euroleague,26,24
20,2022-11-04 16:33:39.980297,Crvena Zvezda,AS Monaco,WIN,,,+400,crvena-zvezda-as-monaco-202211041600,euroleague,24,26
21,2022-11-04 16:33:39.980297,AS Monaco,Crvena Zvezda,WIN,,,-650,crvena-zvezda-as-monaco-202211041600,euroleague,26,24
22,2022-11-04 16:33:39.980297,Crvena Zvezda,AS Monaco,TOTAL,8.5,favorite,-105,crvena-zvezda-as-monaco-202211041600,euroleague,24,26
23,2022-11-04 16:33:39.980297,AS Monaco,Crvena Zvezda,TOTAL,8.5,favorite,-125,crvena-zvezda-as-monaco-202211041600,euroleague,26,24
24,2022-11-04 16:33:40.073421,ADA Blois,BCM Gravelines-Dunkerque,SPREAD,12.5,underdog,-135,ada-blois-bcm-gravelines-dunkerque-202211041500,lnb-pro-a,97,86
25,2022-11-04 16:33:40.073421,BCM Gravelines-Dunkerque,ADA Blois,SPREAD,12.5,underdog,+105,ada-blois-bcm-gravelines-dunkerque-202211041500,lnb-pro-a,86,97
26,2022-11-04 16:33:40.073421,ADA Blois,BCM Gravelines-Dunkerque,WIN,,,-10000,ada-blois-bcm-gravelines-dunkerque-202211041500,lnb-pro-a,97,86
27,2022-11-04 16:33:40.073421,BCM Gravelines-Dunkerque,ADA Blois,WIN,,,+2000,ada-blois-bcm-gravelines-dunkerque-202211041500,lnb-pro-a,86,97
28,2022-11-04 16:33:40.073421,ADA Blois,BCM Gravelines-Dunkerque,TOTAL,12.5,underdog,-105,ada-blois-bcm-gravelines-dunkerque-202211041500,lnb-pro-a,97,86
29,2022-11-04 16:33:40.073421,BCM Gravelines-Dunkerque,ADA Blois,TOTAL,12.5,underdog,-125,ada-blois-bcm-gravelines-dunkerque-202211041500,lnb-pro-a,86,97
30,2022-11-04 16:33:40.186524,Nanterre,ESSM Le Portel,SPREAD,11.5,favorite,-115,nanterre-essm-le-portel-202211041500,lnb-pro-a,62,77
31,2022-11-04 16:33:40.186524,ESSM Le Portel,Nanterre,SPREAD,11.5,favorite,-115,nanterre-essm-le-portel-202211041500,lnb-pro-a,77,62
32,2022-11-04 16:33:40.186524,Nanterre,ESSM Le Portel,WIN,,,+2000,nanterre-essm-le-portel-202211041500,lnb-pro-a,62,77
33,2022-11-04 16:33:40.186524,ESSM Le Portel,Nanterre,WIN,,,-7500,nanterre-essm-le-portel-202211041500,lnb-pro-a,77,62
34,2022-11-04 16:33:40.186524,Nanterre,ESSM Le Portel,TOTAL,11.5,favorite,EVEN,nanterre-essm-le-portel-202211041500,lnb-pro-a,62,77
35,2022-11-04 16:33:40.186524,ESSM Le Portel,Nanterre,TOTAL,11.5,favorite,-130,nanterre-essm-le-portel-202211041500,lnb-pro-a,77,62
36,2022-11-04 16:33:40.291066,Limoges CSP,Metropolitans 92,SPREAD,17.5,favorite,-125,limoges-csp-metropolitans-92-202211041530,lnb-pro-a,24,42
